x,y,z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z
304.125214,589.856812,1236.040771,-63.060822,280.050354,1128.695679,11.670568,222.665115,1387.004639,-172.301682,196.846161,1358.596191
316.906982,583.100464,1234.829224,-62.958412,280.184479,1128.612183,11.648321,222.707901,1386.655273,-172.233841,197.577682,1358.647095
330.03006,576.808167,1235.146118,-62.856129,280.308105,1128.527466,11.669654,222.282669,1386.816406,-172.127441,198.245361,1358.691528
342.869568,570.72345,1236.362305,-62.769897,280.387665,1128.434082,11.906586,222.367859,1386.902222,-172.029297,198.875458,1358.743286
355.582306,564.510071,1238.650513,-62.686363,280.455963,1128.362427,12.291075,222.955399,1386.906006,-171.908142,199.504471,1358.732056
368.075989,558.523743,1241.899292,-62.597767,280.50531,1128.278442,12.344678,222.984116,1387.163452,-171.754318,200.1194,1358.751587
380.219299,552.798462,1246.769653,-62.51199,280.537506,1128.202637,12.552562,222.971863,1387.379272,-171.372696,200.781113,1358.503784
392.217133,547.126465,1252.287964,-62.422169,280.563324,1128.138794,12.738884,222.973816,1387.563721,-171.198151,201.047104,1358.535278
403.8862,541.853333,1258.947021,-62.327702,280.582489,1128.079102,12.883524,222.957123,1387.7229,-171.015625,201.625488,1358.561646
414.976135,536.744995,1266.623657,-62.236988,280.586212,1128.032715,13.246089,223.141785,1388.109009,-170.656342,201.996979,1358.388916
425.405701,532.044067,1275.387695,-62.133942,280.586914,1127.993896,13.514988,222.927567,1388.382935,-170.62587,202.693436,1358.585327
435.44809,527.632935,1285.067017,-62.01223,280.581787,1127.959717,13.894194,222.940887,1388.779907,-170.44725,203.117249,1358.593872
444.766388,523.350891,1295.306152,-61.891716,280.557434,1127.923828,13.86632,222.690994,1388.705811,-170.278732,203.503723,1358.626343
453.453125,519.378601,1306.57373,-61.7523,280.526886,1127.905762,14.046336,222.338699,1389.124878,-170.155334,203.877167,1358.65271
461.662628,515.640991,1318.586304,-61.6129,280.481079,1127.901733,14.13588,222.10318,1389.520142,-170.070953,204.21637,1358.671021
469.068298,512.213806,1331.341675,-61.464523,280.448822,1127.915405,14.198092,221.828674,1389.770142,-170.175949,204.538513,1358.909668
475.813141,508.910431,1344.407959,-61.285198,280.390411,1127.907471,14.163909,221.370316,1389.742432,-169.944336,204.772156,1358.676636
482.118866,505.68927,1358.276733,-61.106434,280.340881,1127.922974,14.396109,221.349625,1389.778076,-169.870972,204.967972,1358.665771
487.76532,502.610199,1372.482056,-60.899445,280.275543,1127.929443,14.410951,221.358383,1390.46875,-169.793015,205.148483,1358.671631
492.750305,499.787506,1387.325439,-60.684875,280.214966,1127.94397,14.712592,221.380554,1390.426514,-169.723633,205.308487,1358.716675
497.07486,497.168732,1402.306885,-60.46471,280.136749,1127.970947,14.749083,219.562195,1389.740601,-169.661591,205.418198,1358.775879
500.524048,494.680969,1417.660156,-60.236046,280.062714,1128.012451,15.136757,219.746735,1390.924683,-169.588303,205.500656,1358.83252
